Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
31;Ruben Aguilar;FRA;DF;Monaco;Ligue 1;29;1993;13;7;615;6.8;0;0.29;0.29;100;0;0;12.1;0;0;0;47.9;58.7;81.7;753.8;310.6;25;28.1;89;18.8;22.2;84.8;2.79;5.15;54.3;0;0.15;4.26;1.03;0.29;6.47;58.7;48.5;10.1;0.59;0;0.15;1.76;9.56;0;0;0;0;47.9;0;1.47;1.18;0.88;0.15;0;0.15;0;0;0.29;0.29;0;0;0;0;0;1.91;0.74;0.88;0.44;0.59;0.74;1.91;38.5;1.18;0.44;0;0.44;1.91;3.82;2.79;0;69.3;3.38;17.6;33.1;18.7;2.06;69.3;0.74;0.44;60;0.15;20;42.9;223.7;96.9;1.47;0.88;0.15;1.03;0.44;39.7;3.24;0.29;0;0;1.47;1.03;0;1.76;0.74;0;0;0;5.29;0.74;1.32;35.7
32;Naouirou Ahamada;FRA;MFFW;Crystal Palace;Premier League;20;2002;2;0;16;0.2;0;5;0;0;0;0;17.3;0;0;0;50;70;71.4;760;225;25;30;83.3;25;35;71.4;0;0;0;0;0;10;0;0;5;70;70;0;0;0;0;5;0;0;0;0;0;50;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;85;0;10;60;15;10;85;5;5;100;0;0;40;165;60;5;0;5;5;0;55;20;0;0;0;0;0;5;5;0;0;0;0;10;0;0;0
33;Naouirou Ahamada;FRA;MF;Stuttgart;Bundesliga;20;2002;17;17;1398;15.5;2;1.03;0.32;31.3;0.13;0.4;22.1;0;0;0;29;34.1;84.9;449.4;106.5;14.4;15.6;92.1;12.1;13.2;91.7;1.35;2.58;52.5;0.13;0.97;2.45;0.45;0.13;3.61;34.1;33.2;0.84;0.26;0.13;0.06;0.39;0.32;0;0;0;0;29;0.13;0.84;2.45;2;0;0.19;0.13;0.06;0.06;0.45;0.45;0;0;0;0;0;1.1;0.71;0.45;0.45;0.19;0.52;1.29;40;0.77;1.03;0.32;0.71;0.52;1.61;0.45;0;43.5;1.16;8.97;25;10.3;1.42;43.5;2.71;1.16;42.9;1.29;47.6;26.3;192.4;97.5;2.77;1.74;0.39;2.19;0.71;29.2;3.48;0.26;0.06;0.06;1.03;1.1;0.06;0.39;0.71;0;0.06;0;5.68;0.45;1.03;30.4
34;Amar Ahmed;SWE;FW;Troyes;Ligue 1;18;2004;1;0;20;0.2;0;0;0;0;0;0;0;0;0;0;30;50;60;395;90;15;25;60;10;20;50;0;0;0;0;0;0;0;0;5;50;50;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;5;0;0;5;0;5;0;0;0;5;10;0;0;90;0;15;40;35;0;90;5;5;100;0;0;60;370;105;0;5;0;20;10;60;10;0;0;0;5;5;0;0;5;0;0;0;10;0;15;0
35;Jean-Eudes Aholou;CIV;MF;Strasbourg;Ligue 1;28;1994;19;10;834;9.3;1;0.97;0.32;33.3;0.11;0.33;22.8;0;0;0;26.1;36.3;71.9;419.1;107.3;12.7;16;79.2;9.46;13.4;70.4;2.26;4.09;55.3;0;0.65;2.15;0.65;0;2.26;36.3;35.2;1.18;0.86;0.32;0.43;0.43;0.11;0;0;0;0;26.1;0;0.75;1.4;0.97;0;0;0;0.11;0.32;0.11;0.11;0;0;0;0;0;2.04;1.4;0.54;1.29;0.22;0.86;1.94;44.4;1.08;1.29;0;1.29;1.83;3.87;0.75;0;49.7;1.4;9.25;27.1;14.2;2.37;49.7;2.69;1.08;40;1.18;44;35.3;192.2;76.7;1.51;1.18;0.75;2.69;1.29;31.6;3.12;0.32;0.11;0;2.58;1.72;0.11;0.43;1.4;0;0;0;5.27;1.51;1.4;51.9
36;Joseph Aidoo;GHA;DF;Celta Vigo;La Liga;27;1995;20;20;1800;20;2;0.45;0.1;22.2;0.22;1;15.6;0;0;0;43.4;50.8;85.4;883.9;275.7;11.6;13.3;86.9;26.7;28.9;92.2;4.85;7.45;65.1;0;0.05;2.3;0.2;0;2.85;50.8;49.4;1.25;1.15;0;0.15;0;0.1;0;0;0;0;43.4;0.15;0.45;0.3;0.25;0;0;0;0;0.05;0;0;0;0;0;0;0;1.7;1.05;1.05;0.6;0.05;0.5;0.75;66.7;0.25;0.9;0.45;0.45;0.8;2.5;4.2;0;60.3;8.7;31.6;27.8;1.35;0.45;60.3;0.25;0.15;60;0.05;20;38.2;185.3;99.1;0.5;0.2;0;0.45;0.3;38.4;0.1;0.15;0;0;0.6;0.35;0;0;1.05;0;0.05;0;6.5;1.75;1.85;48.6
37;Ola Aina;NGA;DF;Torino;Serie A;26;1996;12;8;676;7.5;1;0.93;0.4;42.9;0.14;0.33;16.1;0;0;0;41.5;55.7;74.4;693.1;278.8;21.7;23.5;92.6;13.2;17.7;74.4;5.2;9.73;53.4;0.13;1.2;3.07;1.6;1.07;4.67;55.7;44.5;10.7;0.8;0;0.13;3.47;9.73;0.13;0;0;0;41.5;0.53;1.87;2.93;2.27;0.13;0.4;0;0.13;0;0.4;0.27;0;0.13;0;0;0;1.73;1.33;0.4;0.93;0.4;0.8;1.33;60;0.53;1.2;0.27;0.93;1.07;2.8;2.67;0;68.5;2.4;14.8;31.2;23.6;1.47;68.5;4.53;2.27;50;1.6;35.3;36.7;236.1;119.3;3.87;2.8;0.53;1.47;0.67;40.1;4.8;0.53;0;0;1.6;1.6;0.13;3.47;1.33;0;0.13;0;6.27;1.2;0.8;60
38;Rayan Aït Nouri;FRA;DF;Wolves;Premier League;21;2001;17;9;913;10.1;1;0.99;0.5;50;0.1;0.2;14.1;0;0;0;39.3;48.4;81.2;605.8;210.2;21.9;24.7;88.8;14.5;17.5;82.5;1.98;2.97;66.7;0;0.69;2.38;1.29;0.5;3.56;48.4;40.8;7.43;0.5;0;0.1;2.08;6.63;0.3;0.1;0.2;0;39.3;0.2;1.39;2.18;1.39;0.2;0.4;0.1;0.1;0;0;0;0;0;0;0;0;2.67;1.58;2.18;0.4;0.1;0.79;1.19;66.7;0.4;0.2;0;0.2;0.69;3.37;2.57;0;61.8;3.56;19;22.2;21.5;2.48;61.8;3.86;1.98;51.3;1.68;43.6;32.3;178.1;101.7;2.48;1.19;0.99;2.18;0.89;37.3;6.63;0.3;0;0;1.09;0.69;0.3;2.08;1.58;0;0.1;0.1;5.25;1.29;1.39;48.1
39;Emanuel Aiwum;AUT;DF;Cremonese;Serie A;22;2000;15;11;1029;11.4;0;0.26;0.09;33.3;0;0;17.7;0;0;0;36.4;47.3;77;622.1;231.3;16.8;18.5;90.5;16.3;20.1;81.2;2.63;6.23;42.3;0;0.35;3.16;0.61;0.09;3.42;47.3;40.4;6.75;1.49;0.09;0.35;0.35;4.82;0;0;0;0;36.4;0.18;0.88;0.88;0.88;0;0;0;0;0;0;0;0;0;0;0;0;3.77;2.28;2.19;1.4;0.18;2.11;2.81;75;0.7;1.32;0.79;0.53;1.67;5.44;3.25;0.09;58.7;6.14;29.5;26.1;3.95;0.44;58.7;0.53;0.09;16.7;0.35;66.7;29;194.5;106.4;1.49;0.88;0;0.53;0.26;29.5;0.61;0.18;0;0;1.14;0.7;0;0.35;2.28;0;0;0;7.02;1.67;0.61;73.1
40;Kristoffer Ajer;NOR;DF;Brentford;Premier League;24;1998;9;9;763;8.5;0;0.12;0;0;0;0;6;0;0;0;30.5;40.6;75.1;527.1;222;15.4;18.7;82.4;12;15.1;79.7;2.71;4.71;57.5;0;0.12;2.35;0.35;0.12;3.65;40.6;34.5;6;0.82;0;0.47;0.71;5.18;0;0;0;0;30.5;0.12;0.94;0.47;0.47;0;0;0;0;0;0;0;0;0;0;0;0;1.29;0.94;0.59;0.47;0.24;1.06;1.88;56.3;0.82;0.71;0.59;0.12;0.82;2.12;2.59;0;48.5;5.29;21.6;19.6;7.53;1.06;48.5;0.82;0.12;14.3;0.47;57.1;25.2;133.6;72.1;1.18;0.59;0;0.35;0.94;27.2;1.41;0;0;0;0.59;0.94;0;0.71;0.94;0;0.12;0;4.24;1.76;1.29;57.7
41;Ludovic Ajorque;FRA;FW;Strasbourg;Ligue 1;28;1994;13;9;771;8.6;1;2.56;0.81;31.8;0;0;15.1;0.12;0.12;0.12;20.7;29.7;69.8;304;46.2;12;15.9;75.2;6.4;9.19;69.6;1.28;1.86;68.8;0;1.16;1.16;0.7;0;1.51;29.7;28.1;1.16;0.12;0.35;0.35;0;0;0;0;0;0;20.7;0.35;0.12;2.56;2.33;0;0;0.23;0;0;0.23;0.12;0;0;0.12;0;0;0.58;0.47;0.12;0.47;0;0.35;1.05;33.3;0.7;0.35;0.12;0.23;0.23;0.81;0.81;0;39.1;0.93;3.6;20;15.8;5.81;39;0.47;0.23;50;0.23;50;26.2;104.8;23.5;0.23;0.81;0.12;2.21;1.16;30.5;6.4;0.12;0;0;1.63;0.93;0.12;0;0.47;0;0;0;2.44;5.81;3.84;60.2
42;Ludovic Ajorque;FRA;FW;Mainz 05;Bundesliga;28;1994;4;3;231;2.6;0;2.69;0.77;28.6;0;0;16.4;0;0;0;16.9;33.8;50;300.8;70.8;8.46;15.8;53.7;4.23;10.4;40.7;3.08;3.85;80;0.38;1.54;2.31;0.38;0;2.31;33.8;33.1;0;0;0;0.38;0.38;0;0;0;0;0;16.9;0.77;0.77;3.08;2.69;0;0;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38;0;0.38;1.15;0;1.15;0;0;0.77;0;44.6;0.77;2.69;23.5;18.8;5.38;44.6;0.77;0.38;50;0.38;50;18.1;78.8;26.2;0.77;0;0;4.23;1.92;33.5;5.38;0.38;0;0;2.31;0.38;0.38;0.38;0;0;0;0;5;10;7.69;56.5
43;Manuel Akanji;SUI;DF;Manchester City;Premier League;27;1995;15;14;1286;14.3;0;0.77;0.14;18.2;0;0;16.4;0;0;0;76.2;80.9;94.2;1319.8;411.2;33.4;34.4;97.2;37;38.5;96.2;4.76;6.36;74.7;0.07;0.28;5.17;0.07;0.07;4.76;80.9;79.4;1.47;0.84;0;0.49;0.21;0.63;0;0;0;0;76.2;0;0.14;1.26;1.19;0;0;0.07;0;0;0;0;0;0;0;0;0;1.54;1.05;0.56;0.77;0.21;1.12;1.47;76.2;0.35;1.33;0.42;0.91;0.77;2.31;1.19;0;88.6;5.17;32.7;49.7;6.43;1.4;88.6;0.28;0.21;75;0.07;25;63.6;387.1;239.9;1.26;1.61;0;0.49;0.14;69.2;0.56;0.07;0;0;0.91;0.49;0;0.21;1.05;0;0;0;5.38;0.84;1.4;37.5
44;Nathan Aké;NED;DF;Manchester City;Premier League;27;1995;15;13;1156;12.8;0;0.31;0;0;0;0;10.5;0;0;0;84.2;92;91.5;1384.6;497.4;39.7;41.8;95;39.7;42.3;93.7;3.75;5.55;67.6;0;0.39;7.58;0.39;0;7.34;92;85.9;5.94;1.8;0.08;0.47;0.39;4.14;0;0;0;0;84.2;0.16;0.94;1.17;0.94;0.08;0;0.16;0;0;0.16;0.16;0;0;0;0;0;1.25;0.55;0.63;0.55;0.08;0.55;0.78;70;0.23;1.02;0.47;0.55;1.02;2.27;1.64;0;98.4;4.53;31.8;56.8;10.2;1.56;98.4;0.23;0.16;66.7;0.08;33.3;63.8;298.3;188.8;1.09;0.7;0.16;0.78;0;76.2;1.17;0;0;0;0.7;0.7;0.08;0.39;0.55;0;0;0;5;1.72;1.33;56.4
45;Sergio Akieme;ESP;DF;Almería;La Liga;25;1997;21;21;1890;21;0;1.05;0.29;27.3;0;0;20.4;0;0;0;34;43.9;77.3;557.9;207.1;17.5;19.8;88.4;13.4;16.3;82.5;2.14;5.29;40.5;0;0.86;2;0.86;0.67;2.43;43.9;34;9.57;1.1;0.1;0.62;3;8.48;0;0;0;0;34;0.33;0.86;1.57;1.24;0.05;0.05;0.14;0;0.1;0.1;0.05;0;0.05;0;0;0;1.29;0.76;0.9;0.29;0.1;0.57;0.76;75;0.19;1;0.24;0.76;0.62;1.9;1.48;0;53.2;3.24;17.5;23.7;13.1;1.52;53.2;2.14;1.19;55.6;0.76;35.6;27.2;181.9;100.5;2.71;1.57;0.52;1.19;1.1;29.7;3.67;0.19;0;0;0.81;0.67;0;3;0.76;0;0;0;5.14;0.52;0.62;45.8
46;Maghnes Akliouche;FRA;MFDF;Monaco;Ligue 1;20;2002;6;3;248;2.8;0;0.36;0.36;100;0;0;8.4;0;0;0;28.2;37.9;7.45E+01;366.1;113.6;17.9;21.8;82;7.5;10.4;72.4;0.71;1.79;40;0;1.79;2.5;1.43;0;3.93;37.9;35.7;1.79;0.36;0;0;3.21;1.07;0.36;0.36;0;0;28.2;0.36;1.43;1.79;1.79;0;0;0;0;0.00E+00;0;0;0;0;0;0;0;2.14;1.07;1.07;1.07;0;0.36;1.07;33.3;0.71;0.36;0.00E+00;0.36;0.71;2.86;0.71;0;47.9;1.43;7.14;19.3;22.1;3.21;47.9;2.14;0.71;33.3;1.43;6.67E+01;38.2;214.3;94.6;1.79;1.07;0.36;1.79;2.14;35;7.5;1.07;0;0;1.79;1.07;0;3.21;1.07;0;0;0;6.43;0.71;1.07;40
47;Paul Akouokou;CIV;MF;Betis;La Liga;25;1997;6;2;238;2.6;0;0.77;0.38;50;0;0;25.6;0;0;0;36.2;38.8;93.1;631.5;125.8;15.4;16.2;95.2;12.7;13.5;94.3;5.38;5.77;93.3;0;0;3.08;0.38;0;2.31;38.8;37.7;0.77;0.77;0.38;0.77;0;0;0;0;0;0;36.2;0.38;0.38;0.38;0;0;0;0.38;0;0;0;0;0;0;0;0;0;3.46;1.92;2.69;0.77;0;2.69;3.46;77.8;0.77;0;0;0;1.92;5.38;0.77;0.38;45.8;3.08;10.4;30.8;5;0;45.8;0.38;0;0;0.38;100;20;53.1;13.1;0;0.38;0;0;0;28.5;0.38;0.77;0;0;1.54;1.15;0;0;1.92;0;0;0;6.54;0.38;2.31;14.3
48;Jean-Daniel Akpa-Akpro;CIV;MF;Empoli;Serie A;30;1992;12;7;606;6.7;0;1.04;0.3;28.6;0;0;22.6;0;0;0;24.8;31.8;77.9;348.2;133.4;13;15.5;83.7;8.36;9.85;84.8;1.04;1.64;63.6;0;0.15;1.94;0.3;0.15;3.13;31.8;31.5;0.3;0.3;0;0.15;0.6;0;0;0;0;0;24.8;0;1.34;1.64;0.75;0;0.3;0.15;0.15;0.3;0;0;0;0;0;0;0;3.13;2.39;1.34;1.19;0.6;1.04;1.49;70;0.45;3.43;0.6;2.84;0.9;4.03;1.94;0;47;2.09;12.5;25.7;9.7;1.49;47;2.24;1.34;60;0.75;33.3;24.6;131.5;57;1.49;1.94;0.6;1.64;1.34;28.4;2.99;0.9;0.3;0.15;2.24;1.19;0;0.6;2.39;0;0;0;4.78;0.9;0.6;60
49;Kevin Akpoguma;NGA;DF;Hoffenheim;Bundesliga;27;1995;16;10;1030;11.4;0;0.53;0.09;16.7;0;0;17;0;0;0;37.6;47.8;78.7;705.5;268.2;12.7;14.7;86.3;20.6;23.4;88;3.77;7.72;48.9;0;0.26;3.77;0.44;0.18;4.3;47.8;44.7;3.07;1.05;0.09;0.61;0.53;2.02;0;0;0;0;37.6;0;0.96;0.7;0.61;0;0.09;0;0;0;0;0;0;0;0;0;0;3.16;1.93;1.67;1.4;0.09;1.23;1.67;73.7;0.44;2.28;0.61;1.67;1.14;4.3;2.37;0.09;60.6;5.18;25.8;29.8;5.61;1.14;60.6;1.32;0.35;26.7;0.88;66.7;31.8;174.4;78.9;0.96;0.96;0.26;0.96;0.26;35.2;1.58;0.53;0;0;1.49;0.7;0;0.53;1.93;0;0;0;6.05;2.46;1.93;56
50;David Alaba;AUT;DF;Real Madrid;La Liga;30;1992;17;15;1365;15.2;1;0.59;0.07;11.1;0.11;1;20.7;0.26;0;0;50.2;56.8;8.83E+01;743.6;263.6;28.6;29.9;95.8;16.8;18.9;88.9;2.7;4.67;57.7;0.2;0.99;3.55;0.46;0.2;3.49;56.8;51.9;4.61;2.24;0.13;0.13;1.25;1.97;0.13;0.13;0;0;50.2;0.33;0.53;1.58;1.32;0.2;0;0.07;0;0.00E+00;0.26;0.2;0;0;0.07;0;0;0.66;0.53;0.26;0.2;0.2;0.39;0.72;54.5;0.33;0.79;5.30E-01;0.26;0.72;1.38;1.64;0.07;61.8;6.38;24.7;26.2;11.3;0.86;61.8;0.13;0.07;50;0.07;5.00E+01;38;166.8;99.9;0.72;1.18;0.07;0.46;0.2;44.6;2.63;0.2;0;0;0.46;0.13;0;1.25;0.53;0;0.07;0;4.67;0.33;0.39;45.5
51;Tomás Alarcón;CHI;MF;Cádiz;La Liga;24;1999;4;2;223;2.5;0;0.8;0.4;50;0;0;36.4;0;0;0;31.2;38;82.1;675.2;232.8;11.2;12.8;87.5;10.8;13.6;79.4;8;10;80;0;0.8;4.4;0.4;0;3.6;38;35.2;2.8;2;0.4;1.2;2.4;0;0.8;0.4;0.4;0;31.2;0;0;1.6;0.8;0.4;0;0;0.4;0;0;0;0;0;0;0;0;1.2;0.8;0;0.8;0.4;0.4;0.8;50;0.4;0.4;0;0.4;0.8;2;0.8;0;45.2;1.2;8;27.2;10;0.4;45.2;0;0;0;0;0;24.8;106.8;32.4;0.8;0;0;1.2;1.6;29.6;2.4;0.8;0.4;0.4;1.6;1.2;0;2.4;0.8;0;0;0;5.6;1.2;0.4;75
52;Lucas Alario;ARG;FW;Eint Frankfurt;Bundesliga;30;1992;12;2;248;2.8;1;3.21;0.71;22.2;0.11;0.5;14.9;0;0;0;14.6;21.1;69.5;208.2;46.4;7.86;11.1;71;4.64;6.07;76.5;1.43;1.43;100;0;0.36;1.07;0;0;1.79;21.1;19.6;1.43;0;0;0;0;0;0;0;0;0;14.6;0;0.36;2.5;1.79;0;0.36;0.36;0;0;0.71;0.36;0;0;0.36;0;0;1.07;0.71;0.36;0;0.71;0;0;0;0;0;0;0;0;1.07;3.57;0;33.2;3.57;5.71;12.9;15.7;5.71;33.2;2.86;1.79;62.5;1.07;37.5;15;65.7;29.6;0.71;2.14;0.36;0.71;2.14;23.6;3.93;0;0;0;2.14;0.71;1.43;0;0.71;0;0;0;2.86;3.93;5.71;40.7
53;Jordi Alba;ESP;DF;Barcelona;La Liga;33;1989;14;9;931;10.3;1;0.87;0.19;22.2;0.11;0.5;23.7;0;0;0;82.6;97;85.2;1304.9;393.5;45.2;49.2;91.9;29.5;33.9;87.1;5.83;9.03;64.5;0.29;2.52;9.51;3.11;1.07;10.3;97;84.5;12.2;2.82;0.39;0.49;5.05;9.42;0;0;0;0;82.6;0.29;1.75;3.98;3.59;0.19;0.1;0.1;0;0;0.39;0.39;0;0;0;0;0;1.65;1.26;0.87;0.78;0;1.07;2.04;52.4;0.97;0.78;0.29;0.49;0.49;2.14;1.36;0;103.4;1.84;18.3;55.6;30;2.14;103.4;0.78;0.39;50;0.39;50;62.5;256.4;139.5;2.91;1.84;0.39;0.39;0.58;75.4;9.32;0.39;0.1;0.1;0.68;0.19;0.68;5.05;1.26;0;0;0;6.8;0.58;0.97;37.5
54;Luis Alberto;ESP;MF;Lazio;Serie A;30;1992;19;11;1053;11.7;4;1.45;0.6;41.2;0.18;0.43;22.3;0.17;0.09;0.09;53.3;66.7;80;841.7;302.9;29.2;32.4;90.2;17.8;21.2;83.9;4.36;9.06;48.1;0.26;2.14;6.07;1.97;0;9.23;66.7;58;8.38;2.82;0.68;0.26;5.47;0.17;4.1;1.97;1.79;0;53.3;0.26;1.03;3.25;2.22;1.03;0;0;0;0;0.51;0.43;0.09;0;0;0;0;1.88;0.94;0.68;0.94;0.26;0.77;2.22;34.6;1.45;1.2;0.17;1.03;0.34;2.22;0.09;0;75;1.11;9.32;42.1;24;1.79;75;1.03;0.17;16.7;0.85;83.3;40.7;195;106.8;2.82;2.74;0.43;1.37;1.11;54.4;4.19;0.09;0;0;0.6;0.34;0.17;5.47;0.94;0;0;0;6.07;0.26;0.6;30
55;Raúl Albiol;ESP;DF;Villarreal;La Liga;37;1985;17;17;1519;16.9;0;0.06;0;0;0;0;33.6;0;0;0;54.7;61.8;88.6;1187.9;433.6;12.8;13.8;92.3;32.3;34.5;93.7;9.11;12.2;74.4;0;0.12;4.02;0.3;0;4.02;61.8;60.1;1.54;1.24;0;0.65;0.06;0;0;0;0;0;54.7;0.12;0.24;0.59;0.59;0;0;0;0;0;0;0;0;0;0;0;0;1.01;0.65;0.59;0.36;0.06;0.59;0.71;83.3;0.12;0.83;0.65;0.18;0.65;1.66;4.56;0;70.8;9.41;35;34.3;2.01;0.24;70.8;0.24;0.12;50;0.12;50;44.4;308;204.9;0.47;0.41;0;0.41;0.24;49.2;0.12;0.3;0;0;0.83;0.65;0;0.06;0.65;0;0;0;4.32;1.72;0.95;64.4
56;Marc Albrighton;ENG;FWMF;Leicester City;Premier League;33;1989;6;1;237;2.6;1;0.77;0.38;50;0.5;1;8;0;0;0;34.6;57.3;60.4;556.5;211.9;18.8;23.5;80.3;8.85;13.1;67.6;4.62;13.1;35.3;0;2.31;2.31;1.92;0.77;2.69;57.3;50.4;6.54;0.38;0.38;0;10.8;2.69;2.69;0.38;1.15;0.77;34.6;0.38;3.85;3.08;2.31;0.77;0;0;0;0;0;0;0;0;0;0;0;1.54;0.38;0;0.77;0.77;0.38;2.69;14.3;2.31;2.31;0.77;1.54;0.38;1.92;1.92;0;66.9;2.31;12.7;23.8;30.8;1.92;66.9;0.38;0.38;100;0;0;31.9;152.7;57.3;1.92;1.92;0;1.54;0.77;44.6;6.92;0;0;0;0.77;0.77;0.38;10.8;0.38;0;0;0;5.38;0.38;0.38;50
57;Thiago Alcántara;ESP;MF;Liverpool;Premier League;31;1991;14;14;1154;12.8;0;0.7;0.08;11.1;0;0;25.2;0;0;0;65.8;76.6;85.9;1187.3;348.1;30.7;33.1;92.7;23.4;26.6;87.9;9.45;12;79.1;0;1.33;7.42;1.48;0;8.36;76.6;74.1;2.19;1.64;0.63;1.09;0.08;0.39;0;0;0;0;65.8;0.23;1.64;3.05;2.42;0;0.23;0.08;0.08;0.23;0.16;0.16;0;0;0;0;0;3.2;1.8;1.41;1.64;0.16;1.02;1.48;68.4;0.47;1.09;0.23;0.86;1.41;4.61;0.94;0.16;87.7;3.2;20.1;54.8;13.1;0.55;87.7;2.19;1.48;67.9;0.31;14.3;49.5;259;120.4;0.94;1.41;0;0.86;1.41;62.7;1.72;0.16;0;0;1.41;1.95;0;0.08;1.8;0;0.08;0;8.13;1.09;1.88;36.8
58;Carlos Alcaraz;ARG;MF;Southampton;Premier League;20;2002;3;1;134;1.5;1;2.67;0.67;25;0.25;1;20.1;0;0;0;24.7;32.7;75.5;371.3;96.7;12.7;16.7;76;9.33;9.33;100;1.33;4.67;28.6;0;0.67;1.33;0.67;0;4;32.7;32.7;0;0;0;1.33;0;0;0;0;0;0;24.7;0;0.67;2;1.33;0;0;0.67;0;0;0.67;0;0;0;0.67;0;0;1.33;1.33;0;1.33;0;0.67;1.33;50;0.67;2;1.33;0.67;0.67;2;0.67;0;46;2;9.33;22.7;15.3;2.67;46;2.67;1.33;50;1.33;50;33.3;176.7;103.3;2.67;4;0;2;3.33;30;2;0;0;0;1.33;0.67;0;0;1.33;0;0;0;10.7;0;1.33;0
59;Rubén Alcaraz;ESP;MF;Cádiz;La Liga;31;1991;16;11;1008;11.2;1;1.52;0.18;11.8;0.06;0.5;22.3;0.18;0;0;32.5;41.3;78.6;610.5;184;13.5;16.1;83.9;12.9;14.6;89;4.64;7.95;58.4;0;0.89;3.39;0.45;0.18;3.57;41.3;38.7;2.59;1.96;0.18;0.71;1.16;0;0.27;0.09;0.09;0.09;32.5;0.09;0.63;1.88;1.34;0.36;0;0.09;0.09;0;0.18;0.18;0;0;0;0;0;2.5;1.7;1.52;0.98;0;1.16;2.59;44.8;1.43;0.98;0.18;0.8;0.8;3.3;1.52;0;51.6;2.68;13.3;31.5;7.32;1.07;51.6;0.71;0.27;37.5;0.36;50;27.3;142.2;57.8;1.16;0.8;0.09;1.88;1.43;30.3;0.63;0.54;0.09;0.09;1.96;1.79;0;1.16;1.7;0;0;0;6.79;1.52;1.34;53.1
60;Omar Alderete;PAR;DF;Getafe;La Liga;26;1996;8;7;630;7;0;0.71;0.14;20;0;0;16.4;0;0;0;28.3;44.9;63.1;543.7;237.9;9.86;13.3;74.2;15.6;18.6;83.8;2.71;11.6;23.5;0;0.14;2.14;0.43;0;4;44.9;42.1;2.57;1.86;0;0.86;0.29;0.71;0;0;0;0;28.3;0.14;0.86;0.86;0.86;0;0;0;0;0;0;0;0;0;0;0;0;1.29;0.29;0.86;0.43;0;0.86;1.57;54.5;0.71;0.86;0.43;0.43;0.86;2.14;4.29;0;56.1;4.86;23;29.4;4.43;1.29;56.1;1.14;0.57;50;0.57;50;27.4;116.7;76;0.57;0.29;0;0.57;0.14;30.9;0.57;0.43;0;0;1.14;0.86;0;0.29;0.29;0;0;0;5.43;3.14;1.71;64.7
61;Iván Alejo;ESP;MFFW;Cádiz;La Liga;28;1995;16;8;729;8.1;0;1.48;0.25;16.7;0;0;21.6;0;0;0;13.3;23.8;56;187;52.5;8.4;11.4;73.9;2.96;5.56;53.3;0.99;3.21;30.8;0.12;1.36;0.37;1.23;1.11;0.62;23.8;22.6;0.99;0.12;0;0;6.17;0.86;0;0;0;0;13.3;0.25;1.6;2.72;2.1;0;0.12;0.25;0.25;0;0.12;0.12;0;0;0;0;0;2.96;1.98;1.6;0.86;0.49;1.73;3.46;50;1.73;1.48;0.12;1.36;0.25;3.21;0.86;0.12;38.1;1.98;7.9;11.4;19.1;1.73;38.1;2.47;0.37;15;1.6;65;21.9;153;64.4;2.96;2.1;0.25;2.72;1.98;24.3;6.05;1.11;0.12;0.12;3.33;2.72;0.12;6.17;1.98;0;0.12;0;4.57;1.73;1.23;58.3
62;Doðan Alemdar;TUR;GK;Rennes;Ligue 1;20;2002;3;2;225;2.5;0;0;0;0;0;0;0;0;0;0;19.6;28.8;68.1;594.4;497.2;4;4;100;9.2;9.2;100;6.4;15.2;42.1;0;0;0.8;0;0;0;28.8;18.4;10;2.4;0;0;0;0;0;0;0;0;19.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;31.6;24;31.6;0;0;0;31.6;0;0;0;0;0;19.2;77.2;40.8;0;0;0;0.4;0;14.4;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.8;0;100
